item_code,item_description,MRP,Basic Price,MOQ
LPJ-4SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-5SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-6SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-7SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-8SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-10SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-12SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-15SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-20SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-25SP,LOW-PEAK CLASS J T/D,,1102.00,
LPJ-30SP,LOW-PEAK CLASS J T/D,,1348.00,
LPJ-35SP,LOW-PEAK CLASS J T/D,,1958.00,
LPJ-40SP,LOW-PEAK CLASS J T/D,,1958.00,
LPJ-45SP,LOW-PEAK CLASS J T/D,,1958.00,
LPJ-50SP,LOW-PEAK CLASS J T/D,,1958.00,
LPJ-60SP,LOW-PEAK CLASS J T/D,,1958.00,
LPJ-70SP,LOW-PEAK CLASS J T/D,,4285.00,
LPJ-80SP,LOW-PEAK CLASS J T/D,,4408.00,
LPJ-90SP,LOW-PEAK CLASS J T/D,,4531.00,
LPJ-100SP,LOW-PEAK CLASS J T/D,,4531.00,
LPJ-110SP,LOW PEAK CLASS J T/D,,7228.00,
LPJ-125SP,LOW PEAK CLASS J T/D,,7228.00,
LPJ-150SP,LOW PEAK CLASS J T/D,,7228.00,
LPJ-175SP,LOW PEAK CLASS J T/D,,7351.00,
LPJ-15SPi,INDICATING LPJ-15SP,,1519.00,
LPJ-30SPI,LOW PEAK CLASS J T/D,,1519.00,
LPJ-70SPI,INDICATING LPJ-70SP,,4371.00,
LPJ-100SPI,INDICATING LPJ-100SP,,4612.00,
NON-1,BUSS ONE TIME FUSE,,166.00,
NON-2,BUSS ONE TIME FUSE,,166.00,
NON-3,BUSS ONE TIME FUSE,,166.00,
NON-4,BUSS ONE TIME FUSE,,166.00,
NON-5,BUSS ONE TIME FUSE,,166.00,
NON-10,BUSS ONE TIME FUSE,,166.00,
NON-15,BUSS ONE TIME FUSE,,166.00,
NON-20,BUSS ONE TIME FUSE,,166.00,
NON-30,BUSS ONE TIME FUSE,,166.00,
NON-35,BUSS ONE TIME FUSE,,182.00,
NON-40,BUSS ONE TIME FUSE,,182.00,
NON-45,BUSS ONE TIME FUSE,,241.00,
NON-50,BUSS ONE TIME FUSE,,241.00,
NON-60,BUSS ONE TIME FUSE,,241.00,
NON-80,BUSS ONE TIME FUSE,,786.00,
NON-200,BUSS ONE TIME FUSE,,2183.00,
NON-250,BUSS ONE TIME FUSE,,4612.00,
NON-500,BUSS ONE TIME FUSE,,6795.00,
NOS-5,BUSS ONE TIME FUSE,,423.00,
NOS-10,BUSS ONE TIME FUSE,,423.00,
NOS-20,BUSS ONE TIME FUSE,,423.00,
NOS-25,BUSS ONE TIME FUSE,,423.00,
NOS-30,BUSS ONE TIME FUSE,,423.00,
NOS-40,BUSS ONE TIME FUSE,,851.00,
NOS-50,BUSS ONE TIME FUSE,,899.00,
NOS-60,BUSS ONE TIME FUSE,,995.00,
T60100-1C,CLASS T FUSEBLOCK,,2310.00,
T60100-3C,CLASS T FUSEBLOCK,,5238.00,
T60200-1C,CLASS T FUSEBLOCK,,4366.00,
T60400-1C,CLASS T FUSEBLOCK,,10604.00,
T60600-1C,CLASS T FUSEBLOCK,,16842.00,
T60030-1CR,BUSS CLASS T FUSEBLOCK,,1029.00,
T60030-3CR,BUSS FUSEBLOCK WAS 1B0074,,2310.00,
T60060-1CR,BUSS CLASS T FUSEBLOCK,,1124.00,
T60060-3CR,BUSS FUSEBLOCK WAS 1B0078 T60060-3CR-BN,,2622.00,
T60030-1SR,BUSS CLASS T FUSEBLOCK,,963.00,
T60030-2SR,BUSS FUSEBLOCK CLASS T,,1474.00,
T60030-3SR,BUSS CLASS T FUSEBLOCK,,2118.00,
T60060-1SR,BUSS FUSEBLOCK CLASS T,,888.00,
T60060-3SR,BUSS CLASS T FUSEBLOCK,,2493.00,
T30030-2SR,BUSS FUSEBLOCK CLASS T,,1996.00,
T30030-3SR,BUSS FUSEBLOCK CLASS T,,2622.00,
TCF6,6A FUSE ASSY,,1423.00,
TCF10,10A FUSE ASSY,,1423.00,
TCF15,CUBEFUSE 15 AMP,,1584.00,
TCF20,CUBEFUSE 20 AMP,,1584.00,
TCF25,CUBEFUSE 25 AMP,,1584.00,
TCF30,CUBEFUSE 30 AMP,,1584.00,
TCF35,CUBEFUSE 35 AMP,,1792.00,
TCF40,CUBEFUSE 40 AMP,,1792.00,
TCF45,CUBEFUSE 45 AMP,,1856.00,
TCF50,CUBEFUSE 50 AMP,,1856.00,
TCF60,CUBEFUSE 60 AMP,,1980.00,
TCF90,CUBEFUSE 90 AMP,,2103.00,
TCF100,CUBEFUSE 100 AMP,,2226.00,
TCF1RN,CUBEFUSE 1 AMP NON-INP,,1519.00,
TCF3RN,CUBEFUSE 3 AMP NON-INP,,1519.00,
TCF10RN,CUBEFUSE 10 AMP NON-INP,,1519.00,
TCF15RN,CUBEFUSE 15 AMP NON-INP,,1519.00,
TCF20RN,CUBEFUSE 20 AMP NON-INP,,1669.00,
TCF20RNW,Wind CUBEFuse 20A,,1188.00,
TCF30RNW,Wind CUBEFuse 30A,,1359.00,
DMM-44-100-R,FLUKE PRIVATE LABEL FUSE RoHS,,134.00,
DMM-B-11A,DMM FUSE - BUSSMANN,,653.00,
DMM-B-44-100,DMM FUSE - BUSSMANN,,332.00,
FWA-1000A,SEMI-COND FUSE 1000A 150V AC,,5147.00,
FWA-5A10F,SEMI-COND FUSE 5A 150V AC,,792.00,
FWA-10A10F,SEMI-COND FUSE 10A 150V AC,,792.00,
FWA-15A10F,SEMI-COND FUSE 15A 150V AC,,792.00,
FWA-20A10F,SEMI-COND FUSE 20A 150V AC,,792.00,
FWA-25A10F,SEMI-COND FUSE 25A 150V AC,,792.00,
FWA-30A10F,SEMI-COND FUSE 30A 150V  AC,,851.00,
FWC-1A10F,1AMP 700V AC FERRULE 10 X 38MM,,262.00,
FWC-2A10F,2AMP 700V AC FERRULE 10 X 38MM,,262.00,
FWC-3A10F,3AMP 700V AC FERRULE 10 X 38MM,,262.00,
FWC-4A10F,4AMP 700V AC FERRULE 10 X 38MM,,262.00,
FWC-6A10F,6AMP 600V AC FERRULE 10 X 38MM,,268.00,
FWC-8A10F,8Amp 600Vac FERRULE FUSE 10 X 38MM,,268.00,
FWC-10A10F,10AMP 600V AC FERRULE 10 X 38MM,,268.00,
FWC-12A10F,12AMP 600V AC FERRULE 10 X 38MM,,273.00,
FWC-16A10F,16AMP 600V AC FERRULE 10 X 38MM,,273.00,
FWC-20A10F,20AMP 600V AC FERRULE 10 X 38MM,,284.00,
FWC-25A10F,25AMP 600V AC FERRULE 10 X 38MM,,284.00,
FWC-32A10F,32AMP 600V AC FERRULE 10 X 38MM,,284.00,
FWH-225A,BUSS HIGH SPEED FUSE,,2338.00,
FWH-250A,BUSS HIGH SPEED FUSE,,2429.00,
FWH-300A,BUSS HIGH SPEED FUSE,,2450.00,
FWH-325A,BUSS HIGH SPEED FUSE,,2461.00,
FWH-350A,BUSS HIGH SPEED FUSE,,2472.00,
FWH-400A,BUSS HIGH SPEED FUSE,,2482.00,
FWH-450A,BUSS HIGH SPEED FUSE,,3627.00,
FWH-500A,BUSS HIGH SPEED FUSE,,3686.00,
FWH-600A,BUSS HIGH SPEED FUSE,,3745.00,
FWH-700A,BUSS HIGH SPEED FUSE,,7485.00,
FWH-800A,BUSS HIGH SPEED FUSE,,7597.00,
FWH-900A,500V 900A S/COND FUSE,,18169.00,
FWH-35B,35A 500V AC TAG FUSE,,722.00,
FWH-40B,40A 500V AC TAG FUSE,,722.00,
FWH-45B,45A 500V AC TAG FUSE,,722.00,
FWH-50B,50A 500V AC TAG FUSE,,733.00,
FWH-60B,60A 500V AC TAG FUSE,,733.00,
FWH-70B,70A 500V AC TAG FUSE,,749.00,
FWH-80B,80A 500V AC TAG FUSE,,770.00,
FWH-90B,90A 500V AC TAG FUSE,,776.00,
FWH-100B,SEMI-COND FUSE 100A 500V AC,,1140.00,
FWH-125B,125A 500V AC TAG FUSE,,1535.00,
FWH-150B,150A 500V AC TAG FUSE,,1461.00,
FWH-175B,175A 500V AC TAG FUSE,,1461.00,
FWH-200B,200A 500V AC TAG FUSE,,1535.00,
FWH-150A,150A 500V AC TAG FUSE,,2284.00,
FWH-001A6F,SEMI COND FUSE 1.0A 500V AC 6 X 32MM,,428.00,
FWH-002A6F,SEMI -COND FUSE 2A 500V AC 6 X 32MM,,428.00,
FWH-004A6F,SEMI-COND FUSE 4AMP 500V AC,,423.00,
FWH-005A6F,SEMI-COND FUSE 5.0A 500V AC,,278.00,
FWH-007A6F,SEMI-COND FUSE 7.0A 500V AC,,278.00,
FWH5-010A6F,"BUSS, HIGH SPEED FUSE RoHS",,273.00,
FWH5-015A6F,"BUSS, SEMICONDUCTOR, 500V",,278.00,
FWH5-016A6F,"""BUSS, SEMICONDUCTOR, 500V""",,278.00,
FWH-025A6F,"""BUSS SEMICONDUCTOR, 500V""",,278.00,
FWH-030A6F,"""BUSS, SEMICONDUCTOR, 500V""",,278.00,
FWH--250A6F,SEMI COND FUSE 0.25A 500V AC 6 X 32MM,,289.00,
FWH--500A6F,SEMI COND FUSE 0.50A 500V AC 6 X 32MM,,321.00,
FWH5-12-5A6F,"BUSS, SEMICONDUCTOR, 500V",,353.00,
FWH-3-15A6F,3.15Amp 500V SEMI-COND FUSE,,219.00,
FWH-2A14F,500V 2AMP S/COND FERRULE 14.3 X 50.8MM,,519.00,
FWH-4A14F,500V 4AMP S/COND FERRULE 14.3 X 50.8MM,,519.00,
FWH-5A14F,500V 5Amp S/COND FERRULE 14.3 X 50.8MM,,482.00,
FWH-6A14F,500V 6AMP S/COND FERRULE 14.3 X 50.8MM,,482.00,
FWH-10A14F,SEMI-COND FUSE 10A 500V 14 X 51MM,,487.00,
FWH-12A14F,500V 12Amp S/COND FERRULE 14.3 X 50.8MM,,482.00,
FWH-15A14F,500V 15AMP S/COND FERRULE 14.3 X 50.8MM,,482.00,
FWH-20A14F,20AMP 500V AC FERRULE 6.4 X 31.8MM,,482.00,
FWH-30A14F,30AMP 500V AC FERRULE 14x51mm,,508.00,
FWH-25A14F,500V 25Amp S/COND FERRULE 14 X 51MM,,482.00,
FWH5-020A6F,"BUSS, SEMICONDUCTOR, 500V",,268.00,
FWH-6-30A6F,6.3AMP 500V SEMI-COND FUSE,,214.00,
FWJ-50A,50AMP 1000V AC SEMI-COND FUSE,,2836.00,
FWJ-60A,60AMP 1000V AC SEMI-COND FUSE,,2836.00,
FWJ-70A,70AMP 1000V AC SEMI-COND FUSE,,2836.00,
FWJ-100A,100AMP 1000V AC SEMI-COND FUSE,,3857.00,
FWJ-125A,125AMP 1000V AC SEMI-COND,,5329.00,
FWJ-150A,150AMP 1000V AC SEMI-COND FUSE,,5387.00,
FWJ-200A,200AMP 1000V AC SEMI-COND FUSE,,5404.00,
FWJ-250A,250AMP 1000V AC SEMI-COND FUSE,,9213.00,
FWJ-300A,300AMP 1000V AC SEMI-COND FUSE,,9539.00,
FWJ-400A,400AMP 1000V AC SEMI-COND FUSE,,9678.00,
FWL-20A20F,TRACTION FUSE 20Amp 1200V AC,,995.00,
FWP-125A,BUSS HIGH SPEED FUSE,,2798.00,
FWP-150A,BUSS HIGH SPEED FUSE,,2825.00,
FWP-175A,BUSS HIGH SPEED FUSE,,2825.00,
FWP-200A,BUSS HIGH SPEED FUSE,,2825.00,
FWP-250A,BUSS HIGH SPEED FUSE,,2948.00,
FWP-300A,BUSS HIGH SPEED FUSE,,3467.00,
FWP-350A,BUSS HIGH SPEED FUSE,,3467.00,
FWP-400A,BUSS HIGH SPEED FUSE,,3499.00,
FWP-450A,BUSS HIGH SPEED FUSE,,5179.00,
FWP-500A,BUSS HIGH SPEED FUSE,,5227.00,
FWP-600A,BUSS HIGH SPEED FUSE,,5751.00,
FWP-5B,5AMP 700V AC SEMI-COND FUSE,,1027.00,
FWP-10B,10AMP 700V AC SEM-COND FUSE,,1027.00,
FWP-15B,15AMP 700V AC SEMI-COND FUSE,,1070.00,
FWP-20B,20AMP 700V AC SEMI-COND,,1070.00,
FWP-25B,25AMP 700V AC SEMI-COND FUSE,,1070.00,
FWP-30B,30AMP 700V AC SEMI-CONDUCTOR FUSE,,1070.00,
FWP-35B,35AMP 700V AC SEMI-COND FUSE,,2065.00,
FWP-40B,40AMP 700V AC SEMI-COND,,2097.00,
FWP-50B,50AMP 700V AC SEMI-COND,,2097.00,
FWP-60B,60AMP 700V AC SEMI-COND FUSE,,2279.00,
FWP-70B,70AMP 700V AC SEMI-COND FUSE,,2349.00,
FWP-80B,80AMP 700V AC SEMI-COND FUSE,,2349.00,
FWP-1A14F,700V 1AMP S/COND FERRULE 14 X 51 MM,,482.00,
FWP-2A14F,700V 2AMP S/COND FERRULE 14.3 X 50.8MM,,482.00,
FWP-3A14F,700V 3AMP S/COND FERRULE 14 X 50 MM,,482.00,
FWP-4A14F,700V 4AMP S/COND FERRULE 14 X 50 MM,,482.00,
FWP-5A14F,5AMP 700V ac 14 X 51MM FERRULE,,449.00,
FWP-6A14F,6A 700V AC FERRULE FUSE 14 X 51 MM,,471.00,
FWP-10A14F,10AMP 700V AC FERRULE 14.3 X 50.8MM,,471.00,
FWP-15A14F,15AMP 700V AC FERRULE 14.3 X 50.8MM,,471.00,
FWP-20A14F,20AMP 700V AC FERRULE 14 X 51 MM,,471.00,
FWP-25A14F,25AMP 700V AC FERRULE 14.3 X 50.8MM,,471.00,
FWP-30A14F,30AMP 700V AC FERRULE 14 X 51 MM,,471.00,
FWP-32A14F,32AMP 700V AC FERRULE 14 X 51 MM,,476.00,
FWP-40A14F,40AMP 700V AC FERRULE 14 X 51 MM,,471.00,
FWP-50A14F,50AMP 700V AC FERRULE 14 X 51 MM,,476.00,
FWP-10A14FI,10A 690V 14X51 INDICATED 14.3 X 50.8MM,,449.00,
FWP-15A14FI,15A 690V 14X51 INDICATED 14.3 X 50.8MM,,449.00,
FWP-20A14FI,20A 690V 14X51 INDICATED 14.3 X 50.8MM,,449.00,
FWP-25A14FI,25A 690V 14X51 INDICATED 14.3 X 50.8MM,,471.00,
FWP-30A14FI,30A 690V 14X51 INDICATED 14.3 X 50.8MM,,471.00,
FWP-32A14FI,32A 690V 14X51 INDICATED 14.3 X 50.8MM,,471.00,
FWP-40A14FI,40A 690V 14X51 INDICATED 14.3 X 50.8MM,,471.00,
FWP-50A14FI,50A 690V 14X51 INDICATED 14.3 X 50.8MM,,476.00,
FWP-20A22F,20AMP 700V ac 22 X 58MM FERRULE,,706.00,
FWP-25A22F,25AMP 700V ac 22 X 58MM FERRULE,,674.00,
FWP-32A22F,32AMP 700V AC FERRULE 22 X 58 MM,,706.00,
FWP-40A22F,40AMP 700V ac 22 X 58MM FERRULE,,706.00,
FWP-50A22F,50AMP 700V ac 22 X 58MM FERRULE,,706.00,
FWP-63A22F,63AMP 700V ac 22 X 58MM FERRULE,,883.00,
FWP-80A22F,80AMP 700V ac 22 X 58MM FERRULE,,893.00,
FWP-100A22F,100AMP 700V ac 22 X 58MM FERRULE,,1118.00,
FWP-25A22FI,25A 690V 22X58 INDICATED 14 X 58MM,,728.00,
FWP-32A22FI,32A 690V 22X58 INDICATED 22 X 58MM,,728.00,
FWP-40A22FI,40A 690V 22X58 INDICATED 22 X 58MM,,728.00,
FWP-50A22FI,50A 690V 22X58 INDICATED 22 X 58MM,,760.00,
FWP-63A22FI,63A 690V 22X58 INDICATED 22 X 58MM,,942.00,
FWP-80A22FI,80A 690V 22X58 INDICATED 22 X 58MM,,942.00,
FWP-100A22FI,100A 600V 22X58 INDICATED 22 X 58MM,,1182.00,
FWP-5AS14FI,5A 690V 14X51 INDICATED 14.3 X 50.8MM,,535.00,
FWS-2A20F,2A 2000V AC TRACTION FUSE,,1348.00,
FWS-6A20F,6A 2000V AC TRACTION FUSE DCR 2900,,1412.00,
FWS-10A20F,10A 1400V AC SEMI-COND FUSE,,1482.00,
FWS-15A20F,15A 1400V AC TRACTION FUSE,,1642.00,
FWS-6A20FI,6A 2100V TRACTION FUSE WITH INDICATOR,,1894.00,
FWS-10A20FI,10A 1400V TRACTION FUSE WITH INDICATOR,,2220.00,
FWX-35A,BUSS HIGH SPEED FUSE,,1188.00,
FWX-40A,BUSS HIGH SPEED FUSE,,1188.00,
FWX-45A,BUSS SEMI CONDUCTOR FUSE,,1188.00,
FWX-50A,BUSS HIGH SPEED FUSE,,1359.00,
FWX-70A,BUSS HIGH SPEED FUSE,,1744.00,
FWX-100A,BUSS HIGH SPEED FUSE,,1766.00,
FWX-125A,BUSS HIGH SPEED FUSE,,1840.00,
FWX-150A,BUSS HIGH SPEED FUSE,,2226.00,
FWX-175A,BUSS HIGH SPEED FUSE,,2236.00,
FWX-200A,BUSS HIGH SPEED FUSE,,2247.00,
FWX-300A,BUSS HIGH SPEED FUSE,,2707.00,
FWX-350A,BUSS HIGH SPEED FUSE,,2729.00,
FWX-400A,BUSS HIGH SPEED FUSE,,2755.00,
FWX-500A,BUSS HIGH SPEED FUSE,,2884.00,
FWX-600A,BUSS HIGH SPEED FUSE,,3033.00,
FWX-700A,BUSS HIGH SPEED FUSE,,3124.00,
FWX-800A,BUSS HIGH SPEED FUSE,,3189.00,
FWX-5A14F,250V 5AMP S/COND FERRULE 14.3 X 50.8MM,,412.00,
FWX-10A14F,250V 10AMP S/COND FERRULE 14.3 X 50.8MM,,412.00,
FWX-12A14F,250V 12AMP S/COND FERRULE 14.3 X 50.8MM,,412.00,
FWX-15A14F,250V 15AMP S/COND FERRULE 14.3 X 50.8MM,,412.00,
FWX-20A14F,20AMP 250V AC FERRULE 14.3 X 50.8MM,,412.00,
FWX-25A14F,25AMP 250V AC FERRULE 14.3 X 50.8MM,,412.00,
FWX-30A14F,30AMP 250V AC FERRULE 14.3 X 50.8MM,,455.00,
FWX-50A14F,250V 50AMP S/COND FERRULE 14.3 X 50.8MM,,594.00,
63NHM1B-690,NH FUSE 63AMP 690V aM SIZE1,,1331.00,3
125NHM1B-690,NH FUSE 125AMP 690V aM SIZE 1,,1331.00,3
160NHM1B-690,NH FUSE 160AMP 690V aM SIZE1,,1348.00,3
125NHM2B-690,NH FUSE 125AMP 690V aM SIZE 2,,1370.00,3
160NHM2B-690,NH FUSE 160AMP 690V AM SIZE 2 DUAL IND,,1342.00,3
200NHM2B-690,NH FUSE 200A 690V aM SIZE 2,,1370.00,3
250NHM2B-690,NH FUSE 250A 690V aM SIZE 2,,1370.00,3
315NHM2B-690,NH FUSE 315A 690V aM SIZE 2,,1441.00,3
355NHM2B-690,NH FUSE 355A 690V aM SIZE 2,,1441.00,3
315NHM3B-690,NH FUSE315A 690V aM SIZE 3,,2008.00,3
355NHM3B-690,NH FUSE 355A 690V aM SIZE 3,,2008.00,3
400NHM3B-690,NH FUSE 400A 690V AM SIZE 3,,2008.00,3
500NHM3B-690,NH FUSE 500A 690V AM SIZE 3,,2013.00,3
50NHG00B-690,NH FUSE 50AMP 690V gG SIZE 00,,292.00,3
63NHG00B-690,NH FUSE 63AMP 690V gG SIZE 00,,292.00,3
80NHG00B-690,NH FUSE 80AMP 690V gG SIZE 00 DUAL IND,,292.00,3
2NHG000B-690,NH FUSE 2AMP 690V GG SIZE 000,,224.00,3
4NHG000B-690,NH FUSE 4AMP 690V gG SIZE 000,,224.00,3
6NHG000B-690,NH FUSE 6AMP 690V gG SIZE 000,,224.00,3
10NHG000B-690,NH FUSE 10AMP 690V gG SIZE 000,,224.00,3
16NHG000B-690,NH FUSE 16AMP 690V gG SIZE 000,,224.00,3
20NHG000B-690,NH FUSE 20AMP 690V gG SIZE 000,,224.00,3
25NHG000B-690,NH FUSE 25AMP 690V GG SIZE 000,,224.00,3
32NHG000B-690,NH FUSE 32A 690V GG/GL SIZE 000,,224.00,3
35NHG000B-690,NH FUSE 35A 690V gG SIZE 000,,224.00,3
40NHG000B-690,NH FUSE 40A 690V gG SIZE 000,,224.00,3
50NHG000B-690,NH FUSE 50A 690V gG SIZE 000,,224.00,3
63NHG000B-690,NH FUSE 63A 690V gG SIZE 000,,224.00,3
100NHG00B-690,NH FUSE 100AMP 690V gG SIZE 00,,292.00,3
125NHG00B-690,NH FUSE 125AMP 690V gG SIZE 00,,336.00,3
50NHG1B-690,NH FUSE 50AMP 690V gG SIZE 1,,556.00,3
63NHG1B-690,NH FUSE 63AMP 690V gG SIZE 1,,556.00,3
80NHG1B-690,NH FUSE 80A 690V gG SIZE 1,,556.00,3
100NHG1B-690,NH FUSE 100AMP 690V gG SIZE 1,,556.00,3
125NHG1B-690,NH FUSE 125AMP 690V gG SIZE 1,,556.00,3
160NHG1B-690,NH FUSE 160AMP 690V gG SIZE 1,,649.00,3
224NHG1B-690,NH FUSE 224AMP 690V gG SIZE 1 DUAL IND,,649.00,3
250NHG1B-690,NH FUSE 250A 690V gG SIZE 1,,677.00,3
200NHG2B-690,NH FUSE 200AMP 690V gG SIZE 2,,1249.00,3
315NHG2B-690,NH FUSE 315A 690V gG SIZE 2,,1249.00,3
250NHG3B-690,NH FUSE 250A 690V gG SIZE 3,,1205.00,3
315NHG3B-690,NH FUSE 315A 690V gG SIZE 3,,1282.00,3
355NHG3B-690,NH FUSE 355AMP 690V gG SIZE 3,,1282.00,3
400NHG3B-690,NH FUSE 400A 690V gG SIZE 3,,1282.00,3
425NHG3B-690,NH FUSE 425A 690V gG SIZE 3,,1408.00,3
500NHG3B-690,NH FUSE 500A 690V gG SIZE 3,,1408.00,3
630NHG4B-690,BUSSMANN 630A 690V NH4 GG,,10406.00,1
800NHG4B-690,NH FUSE 800A 690V GG/GL SIZE 4,,10604.00,1
63NHG000BI-690,NH FUSE 63Amp 690V AC gG SIZE 000,,253.00,3
32NHG000BI-690,NH FUSE 32A 690V GG/GL SIZE 000,,253.00,3
170H3004,BASE CA 80 1250A 1000V UR 43653,,3659.00,1
170H3005,BASE CA 110 630A 1400V UR 43653,,3873.00,1
170H3006,BASE CA110 1250A 1400V UR 43653,,4203.00,1
C10NL,SOLID NEUTRAL LINK,,64.00,10
C14NL,SOLID NEUTRAL LINK,,112.00,10
CH221DU,1P 22x58  Fuse Holder,,669.00,6
CH222DU,2P 22x58  Fuse Holder,,1370.00,3
CH223DU,3P 22x58  Fuse Holder,,1996.00,2
CH222DIU,2P 22x58  Neon Indicator Fuse Holder,,1498.00,3
CH223DIU,3P 22x58  Neon Indicator Fuse Holder,,2306.00,2
CH224DIU,4P 22x58  Neon Indicator Fuse Holder,,2975.00,1
CHCC1DU,1Pole 30A 600V MFH For 10X38 Class CC,,231.00,12
CHCC2DU,2Pole 30A 600V MFH For 10X38 Class CC,,479.00,6
CHCC3DU,3Pole 30A 600V MFH For 10X38 Class CC,,737.00,4
CHCC1DIU,1P 10X38MFH30A 600V Class CC -indicator,,303.00,12
CHCC2DIU,2P 10X38MFH 30A 600V Class CC-indicator,,611.00,6
CHCC3DIU,3P 10X38 MFH 30A 600V Class CC-indicator,,1029.00,4
CHM1DU,FUSE HOLDER 10 3X38 1P ,,160.00,12
CHM2DU,2Pole 30A 600V MFH For 10X38 Midget fuse,,407.00,6
CHM3DU,3Pole 30A 600V MFH For 10X38 Midget fuse,,534.00,4
CHM1DIU,1P 10X38MFH30A 600VMidget -indicator/Neu,,264.00,12
CHM2DIU,2P 10X38MFH30A 600V Midget - indicator,,550.00,6
CHM3DIU,3P 10X38MFH30A 600V Midget - indicator,,644.00,4
CHM4DIU,4P 10X38MFH30A 600V Midget withindicator,,1117.00,3
CH141DU,1P 14x51  Fuse Holder,,439.00,6
CH142DU,2P 14x51  Fuse Holder,,910.00,3
CH143DU,3P 14x51  Fuse Holder,,1434.00,2
CH141DIU,1P 14x51  Neon Indicator Fuse Holder,,556.00,6
CH143DIU,3P 14x51  Neon Indicator Fuse Holder,,1701.00,2
CH14-SPS,AUXILIARY SWITCH TO WORK ON CH141D,,1049.00,1
CH127-1,FUSEHOLDER FOR 22MM X 127MM 1 POLE,,3627.00,4
CH127-2,FUSEHOLDER FOR 22MM X 127MM 2 POLE,,7260.00,2
CH127-3,FUSEHOLDER FOR 22MM X 127MM 3 POLE,,9983.00,1
FEH,FUSE EXTRACTION HANDLE DCR 3937,,952.00,3
TD00-D,Triple Pole Base NH00,,853.00,1
TD1-D,NH1 Triple Pole base CE,,2640.00,1
TD2-D,NH2 Triple Pole base CE,,2991.00,1
TD3-D,NH3 Triple Pole Base CE,,4098.00,1
TD00-IP20,NH00 IP20 Triple Pole Protection kit,,401.00,1
TD00-IP20IC,NH00 IP20 Integral 3 Pole Protection,,385.00,1
TD1-IP20,NH1 IP20 Triple Pole Protection kit,,1578.00,1
TD2-IP20,NH2 IP20 Triple Pole Protection kit,,1642.00,1
TD3-IP20,NH3 IP20 Triple Pole Protection kit,,1899.00,1
SD00-D,NH00 SINGLE POLE SILVER 1/4 SCREW,,439.00,1
SD00-PB,Size 00 Phase barrier kit,,144.00,3
SD00-S,NH00 SINGLE POLE SILVER,,429.00,2
CM30CF,CMSTR ADAPTABLE TO FB/BB 30A 660V,,1273.00,3
CM32FW,32A 660V WHT F/HOLD(10)1.8KG,,1188.00,10
CM32FC,32A 660V COMP F/HOLD(10)1.3KG,,1188.00,10
CM63F,63A 660V CMSTR F/HOLD(10)2.2KG,,1418.00,10
TCFH30N,CUBEFUSE HOLDER 30 AMP,,550.00,10
TCFH60N,CUBEFUSE HOLDER 60 AMP,,1337.00,12
TCFH100N,CUBFUSE 100 AMP HOLDER HIGH PROFILE,,1573.00,12
,,,,6
